"","lemma","tag","Total"
"1446","lemma=compono1"," postag=v2spma---",1
"1447","lemma=compono1"," postag=v3srsa---",1
"1448","lemma=comprehendo"," postag=v-srppmn-",1
"1449","lemma=comprehendo1"," postag=v--pnp---",1
"1450","lemma=comprehendo1"," postag=v1srsa---",1
"1451","lemma=comprimo"," postag=v3sria---",2
"1452","lemma=comprimo1"," postag=v--pnp---",1
"1453","lemma=comprimo1"," postag=v-srppma-",1
"1454","lemma=comprimo1"," postag=v1sria---",1
"1455","lemma=comprobo"," postag=v--rna---",1
"1456","lemma=comprobo"," postag=v3plsa---",1
"1457","lemma=compungo"," postag=v1spsa---",1
"1458","lemma=computo"," postag=v2spma---",1
"1459","lemma=computo1"," postag=v3ppia---",1
"1460","lemma=concaco"," postag=v-srppma-",1
"1461","lemma=concedo"," postag=v-srppfb-",1
"1462","lemma=concedo"," postag=v3sisp---",1
"1463","lemma=concedo"," postag=v3sria---",3
"1464","lemma=concedo1"," postag=v-srppfn-",1
"1465","lemma=concedo1"," postag=v1sfia---",1
"1466","lemma=concedo1"," postag=v2sisa---",1
"1467","lemma=concedo1"," postag=v3sria---",1
"1468","lemma=concertor"," postag=v-pppdmb_",1
"1469","lemma=concido1"," postag=v3pfia---",1
"1470","lemma=concido1"," postag=v3plia---",1
"1471","lemma=concido1"," postag=v3sria---",1
"1472","lemma=concido2"," postag=v3spia---",1
"1473","lemma=concieo"," postag=v-srppmb-",1
"1474","lemma=concieo"," postag=v3slia---",2
"1475","lemma=concilio"," postag=v--pnp---",1
"1476","lemma=concinno"," postag=v3spsa---",1
"1477","lemma=concino1"," postag=v-sppafb-",1
"1478","lemma=concipio"," postag=v-srppfa-",1
"1479","lemma=concipio"," postag=v-srppfb-",1
"1480","lemma=concipio"," postag=v-srppmn-",1
"1481","lemma=concipio"," postag=v-srppnn-",1
"1482","lemma=concipio"," postag=v3spia---",1
"1483","lemma=concipio1"," postag=v-prppmn-",1
"1484","lemma=concipio1"," postag=v3ppia---",1
"1485","lemma=concipio1"," postag=v3sisa---",1
"1486","lemma=concipio1"," postag=v3spia---",3
"1487","lemma=concipio1"," postag=v3sria---",1
"1488","lemma=concipio1"," postag=v3srsa---",1
"1489","lemma=concito"," postag=v-srppmb-",1
"1490","lemma=concito"," postag=v3ppia---",1
"1491","lemma=concito1"," postag=v-ppgpna-",1
"1492","lemma=concito1"," postag=v-srppmn-",1
"1493","lemma=concito1"," postag=v2spma---",1
"1494","lemma=concito1"," postag=v3sisa---",1
"1495","lemma=conclamo1"," postag=v3ppia---",1
"1496","lemma=conclamo1"," postag=v3spia---",1
"1497","lemma=conclamo1"," postag=v3sria---",2
"1498","lemma=concoquo1"," postag=v2spsa---",1
"1499","lemma=concordo1"," postag=v3ppia---",1
"1500","lemma=concredo1"," postag=v--pna---",1
"1501","lemma=concremo1"," postag=v3pfia---",1
"1502","lemma=concrepo1"," postag=v3sria---",2
"1503","lemma=concupio"," postag=v2sria---",1
"1504","lemma=concupio1"," postag=v1sria---",1
"1505","lemma=concupio1"," postag=v2sria---",1
"1506","lemma=concupio1"," postag=v3slia---",1
"1507","lemma=concupio1"," postag=v3sria---",1
"1508","lemma=concupisco"," postag=v3sisa---",1
"1509","lemma=concurro"," postag=v3sria---",1
"1510","lemma=concurro1"," postag=v-srppnn-",1
"1511","lemma=concurro1"," postag=v3piia---",1
"1512","lemma=concurro1"," postag=v3ppia---",1
"1513","lemma=concurro1"," postag=v3pria---",1
"1514","lemma=concurso"," postag=v-spp-fn-",1
"1515","lemma=concurso"," postag=v3ppia---",1
"1516","lemma=concutio"," postag=v-srppmg-",1
"1517","lemma=concutio1"," postag=v3slia---",1
"1518","lemma=concutio1"," postag=v3spia---",1
"1519","lemma=concutio1"," postag=v3sria---",1
"1520","lemma=concutio1"," postag=v3srsa---",1
"1521","lemma=condemno1"," postag=v-prppmb-",3
"1522","lemma=condemno1"," postag=v1spia---",1
"1523","lemma=condio"," postag=v-srppfb-",2
"1524","lemma=condo"," postag=v--pna---",1
"1525","lemma=condo"," postag=v-srppfa-",1
"1526","lemma=condo"," postag=v-srppfn-",2
"1527","lemma=condo"," postag=v3sria---",5
"1528","lemma=condo1"," postag=v-srppfa-",1
"1529","lemma=condo1"," postag=v2spma---",1
"1530","lemma=condo1"," postag=v3pria---",1
"1531","lemma=condo1"," postag=v3sria---",2
"1532","lemma=condono1"," postag=v1siia---",1
"1533","lemma=conduco"," postag=v-p-g-ma-",1
"1534","lemma=conduco1"," postag=v--pnp---",1
"1535","lemma=conduco1"," postag=v3spia---",1
"1536","lemma=conecto1"," postag=v-srppmb-",1
"1537","lemma=confacio1"," postag=v-srpanb-",1
"1538","lemma=confercio"," postag=v-prppmn-",1
"1539","lemma=confero"," postag=v--pna---",4
"1540","lemma=confero"," postag=v--pnp---",1
"1541","lemma=confero"," postag=v-ppp-fb-",1
"1542","lemma=confero"," postag=v3pisa---",1
"1543","lemma=confero"," postag=v3slsa---",1
"1544","lemma=confero"," postag=v3sria---",2
"1545","lemma=confero"," postag=v3srsa---",1
"1546","lemma=confero1"," postag=v--pna---",2
"1547","lemma=confero1"," postag=v--pnp---",1
"1548","lemma=confero1"," postag=v--rna---",1
"1549","lemma=confero1"," postag=v-prppnb-",1
"1550","lemma=confero1"," postag=v-srppfn-",2
"1551","lemma=confero1"," postag=v2spma---",1
"1552","lemma=confero1"," postag=v3spia---",1
"1553","lemma=conficio"," postag=v--pnp---",1
"1554","lemma=conficio"," postag=v-prppnn-",1
"1555","lemma=conficio"," postag=v-srppfb-",1
"1556","lemma=conficio"," postag=v-srppma-",1
"1557","lemma=conficio"," postag=v-srppmd-",1
"1558","lemma=conficio"," postag=v-srppmn-",2
"1559","lemma=conficio"," postag=v3sria---",1
"1560","lemma=conficio1"," postag=v-prppfb-",1
"1561","lemma=conficio1"," postag=v-prppnn-",1
"1562","lemma=conficio1"," postag=v-srppnb-",1
"1563","lemma=confido"," postag=v-srppmn-",1
"1564","lemma=confido"," postag=v1spia---",1
"1565","lemma=confido1"," postag=v-prppmn-",1
"1566","lemma=confido1"," postag=v-srppfn-",1
"1567","lemma=confido1"," postag=v-srppma-",1
"1568","lemma=confido1"," postag=v-srppmn-",1
"1569","lemma=confido1"," postag=v1spia---",2
"1570","lemma=confido1"," postag=v2sisa---",1
"1571","lemma=configo1"," postag=v-prppnn-",1
"1572","lemma=confirmo"," postag=v-s-g-fa-",1
"1573","lemma=confirmo"," postag=v-srppfb-",2
"1574","lemma=confirmo1"," postag=v--pna---",1
"1575","lemma=confirmo1"," postag=v-srppmb-",1
"1576","lemma=confirmo1"," postag=v2spma---",1
"1577","lemma=confirmo1"," postag=v2sria---",1
"1578","lemma=confirmo1"," postag=v3pisa---",1
"1579","lemma=confirmo1"," postag=v3plia---",1
"1580","lemma=confirmo1"," postag=v3ppsa---",1
"1581","lemma=confisco"," postag=v-prppmb-",1
"1582","lemma=confiteor"," postag=v-prpdmn_",1
"1583","lemma=confiteor"," postag=v-srpdmn_",1
"1584","lemma=confiteor"," postag=v-srppmn-",1
"1585","lemma=confiteor1"," postag=v-prppmn-",1
"1586","lemma=confiteor1"," postag=v-srppmn-",1
"1587","lemma=confiteor1"," postag=v1sfip---",1
"1588","lemma=conflagro"," postag=v-sfpama-",1
"1589","lemma=conflicto"," postag=v-srppmn-",3
"1590","lemma=confligo"," postag=v-s-g-nn-",1
"1591","lemma=confligo"," postag=v3pria---",1
"1592","lemma=confligo1"," postag=v--pna---",1
"1593","lemma=conflo"," postag=v-srppfa-",1
"1594","lemma=conflo"," postag=v3sria---",1
"1595","lemma=conflo1"," postag=v--pna---",1
"1596","lemma=conflo1"," postag=v3plia---",2
"1597","lemma=conflo1"," postag=v3slia---",1
"1598","lemma=confluo"," postag=v-spp-fb-",1
"1599","lemma=confluo1"," postag=v3plia---",1
"1600","lemma=confodio"," postag=v--pnp---",1
"1601","lemma=confodio"," postag=v___d_-g-",1
"1602","lemma=confodio"," postag=v3sria---",1
"1603","lemma=confodio1"," postag=v--pna---",1
"1604","lemma=confodio1"," postag=v3spip---",1
"1605","lemma=confremo1"," postag=v3pria---",1
"1606","lemma=confringo1"," postag=v3pfip---",1
"1607","lemma=confugio"," postag=v--pna---",1
"1608","lemma=confugio"," postag=v3pria---",1
"1609","lemma=confugio"," postag=v3slia---",1
"1610","lemma=confundo"," postag=v-srppma-",1
"1611","lemma=confundo"," postag=v-srppmas",1
"1612","lemma=confundo1"," postag=v-srppmn-",1
"1613","lemma=congero1"," postag=v--pna---",1
"1614","lemma=congero1"," postag=v-prppna-",1
"1615","lemma=congero1"," postag=v-prppnn-",1
"1616","lemma=congero1"," postag=v3ppia---",1
"1617","lemma=congero1"," postag=v3sria---",1
"1618","lemma=congrego1"," postag=v--pna---",1
"1619","lemma=congrego1"," postag=v-prppma-",1
"1620","lemma=congrego1"," postag=v2ppmp---",1
"1621","lemma=congrego1"," postag=v3ppsp---",1
"1622","lemma=congrego1"," postag=v3sfia---",1
"1623","lemma=congrego1"," postag=v3sria---",1
"1624","lemma=congruo"," postag=v3slia---",1
"1625","lemma=conicio"," postag=v-prppfa-",1
"1626","lemma=conicio"," postag=v-prppmb-",1
"1627","lemma=conicio"," postag=v-srppma-",1
"1628","lemma=conicio1"," postag=v--pnp---",1
"1629","lemma=conicio1"," postag=v--rna---",2
"1630","lemma=conicio1"," postag=v1ppsa---",1
"1631","lemma=conicio1"," postag=v1pria---",1
"1632","lemma=conicio1"," postag=v1sria---",1
"1633","lemma=conicio1"," postag=v2spsa---",1
"1634","lemma=conicio1"," postag=v3ppia---",1
"1635","lemma=conicio1"," postag=v3sfia---",2
"1636","lemma=conicio1"," postag=v3slia---",1
"1637","lemma=conicio1"," postag=v3sria---",1
"1638","lemma=conjungo"," postag=v-prppma-",1
"1639","lemma=conjungo"," postag=v-srppfa-",1
"1640","lemma=conjungo1"," postag=v--pna---",2
"1641","lemma=conjungo1"," postag=v--rna---",1
"1642","lemma=conjuro"," postag=v--pna---",1
"1643","lemma=conjuro"," postag=v___d_-g-",1
"1644","lemma=conjuro"," postag=v_s_d_-g-",1
"1645","lemma=conjuro1"," postag=v--rna---",1
"1646","lemma=conjuro1"," postag=v3pria---",2
"1647","lemma=conligo"," postag=v3spia---",1
"1648","lemma=conloco1"," postag=v-prppnb-",1
"1649","lemma=conloco1"," postag=v3slia---",1
"1650","lemma=conloco1"," postag=v3spia---",1
"1651","lemma=conmanduco1"," postag=v3pria---",1
"1652","lemma=conmemoro1"," postag=v-sppanb-",1
"1653","lemma=conmitto1"," postag=v--pnp---",1
"1654","lemma=conmoror1"," postag=v-srppmn-",2
"1655","lemma=conmoveo1"," postag=v-srppmn-",1
"1656","lemma=conor"," postag=v--pnd---",2
"1657","lemma=conor"," postag=v-pppdmd_",1
"1658","lemma=conor"," postag=v-prpdmn_",1
"1659","lemma=conor"," postag=v-srpdmn_",4
"1660","lemma=conor"," postag=v1spid---",1
"1661","lemma=conor"," postag=v2spmd---",1
"1662","lemma=conor,"," postag=v1pisp---",1
"1663","lemma=conor1"," postag=v-srppfn-",1
"1664","lemma=conor1"," postag=v3piip---",1
"1665","lemma=conor1"," postag=v3spip---",1
"1666","lemma=conparo2"," postag=v-prppfb-",1
"1667","lemma=conparo2"," postag=v-prppnn-",1
"1668","lemma=conparo2"," postag=v3pisa---",1
"1669","lemma=conpleo1"," postag=v--pnp---",1
"1670","lemma=conpleo1"," postag=v3spia---",1
"1671","lemma=conplexus1"," postag=v-srppmn-",1
"1672","lemma=conpremo"," postag=v3sria---",1
"1673","lemma=conprobo1"," postag=v-srppnb-",1
"1674","lemma=conprobo1"," postag=v1piia---",1
"1675","lemma=conputeo1"," postag=v3spia---",1
"1676","lemma=conqueror"," postag=v-spp-md-",2
"1677","lemma=conquiro1"," postag=v--pna---",1
"1678","lemma=conroboro1"," postag=v3pria---",1
"1679","lemma=conrumpo1"," postag=v3pria---",1
"1680","lemma=conrumpo1"," postag=v3sria---",1
"1681","lemma=consacro"," postag=v-s-g-fa-",1
"1682","lemma=consacro"," postag=v1sria---",1
"1683","lemma=consacro"," postag=v3sria---",1
"1684","lemma=consaucio"," postag=v-srppmn-",1
"1685","lemma=conscendo1"," postag=v--pna---",1
"1686","lemma=conscribo"," postag=v-prppma-",1
"1687","lemma=conscribo"," postag=v-prppmd-",1
"1688","lemma=conscribo"," postag=v-prppmv-",6
"1689","lemma=conscribo"," postag=v3slia---",1
"1690","lemma=conscribo1"," postag=v-prppfn-",1
"1691","lemma=conscribo1"," postag=v-prppmv-",11
"1692","lemma=conscribo1"," postag=v3slia---",1
"1693","lemma=conscribo1"," postag=v3sria---",1
"1694","lemma=consecro"," postag=v-srppfn-",1
"1695","lemma=consecro"," postag=v3sisp---",1
"1696","lemma=consecro"," postag=v3spip---",1
"1697","lemma=consecro"," postag=v3sria---",2
"1698","lemma=consector"," postag=v-srpdfn_",1
"1699","lemma=consenesco1"," postag=v3pria---",1
"1700","lemma=consentio"," postag=v--pna---",1
"1701","lemma=consentio"," postag=v-ppp-mb-",1
"1702","lemma=consentio1"," postag=v--rna---",1
"1703","lemma=consentio1"," postag=v3pisa---",1
"1704","lemma=consequor"," postag=v--pnd---",1
"1705","lemma=consequor"," postag=v3pfid---",1
"1706","lemma=consero1"," postag=v-prppna-",1
"1707","lemma=conservo"," postag=v--pna---",1
"1708","lemma=conservo"," postag=v-s-g-fg-",1
"1709","lemma=conservo"," postag=v-s-g-mg-",1
"1710","lemma=conservo"," postag=v3sria---",1
"1711","lemma=conservo1"," postag=v-sfpama-",1
"1712","lemma=conservo1"," postag=v-spgpfg-",2
"1713","lemma=considero"," postag=v2spma---",1
"1714","lemma=considero1"," postag=v--pna---",1
"1715","lemma=considero1"," postag=v-ppgpna-",1
"1716","lemma=considero1"," postag=v1spia---",3
"1717","lemma=considero1"," postag=v2ppma---",1
"1718","lemma=considero1"," postag=v2spsa---",1
"1719","lemma=considero1"," postag=v3sisa---",1
"1720","lemma=consido"," postag=v3sisa---",1
"1721","lemma=consido"," postag=v3spsa---",1
"1722","lemma=consido1"," postag=v--pna---",2
"1723","lemma=consido1"," postag=v--rna---",1
"1724","lemma=consido1"," postag=v3spsa---",1
"1725","lemma=consido1"," postag=v3sria---",3
"1726","lemma=consisto1"," postag=v3sisa---",1
"1727","lemma=consisto1"," postag=v3spia---",2
"1728","lemma=consolo"," postag=v___d_-b-",1
"1729","lemma=consolor"," postag=v_s_d_-g-",1
"1730","lemma=consolor1"," postag=v-sppamb-",1
"1731","lemma=consolor1"," postag=v3ppsp---",1
"1732","lemma=consono1"," postag=v3pria---",1
"1733","lemma=conspargo"," postag=v--pna---",1
"1734","lemma=conspicio1"," postag=v--pnp---",2
"1735","lemma=conspicio1"," postag=v-srppnb-",1
"1736","lemma=conspicio1"," postag=v3sria---",4
"1737","lemma=conspicor"," postag=v3spid---",1
"1738","lemma=conspiro1"," postag=v-prppfb-",1
"1739","lemma=consterno1"," postag=v-prppna-",1
"1740","lemma=consterno2"," postag=v-prppmn-",1
"1741","lemma=consterno2"," postag=v-srppfn-",1
"1742","lemma=consterno2"," postag=v-srppma-",1
"1743","lemma=consterno2"," postag=v-srppmn-",1
"1744","lemma=constituo"," postag=v-prppmn-",1
"1745","lemma=constituo"," postag=v-s-g-fd-",2
"1746","lemma=constituo"," postag=v-s-g-fg-",1
"1747","lemma=constituo"," postag=v-srppfa-",1
"1748","lemma=constituo"," postag=v-srppfn-",1
"1749","lemma=constituo"," postag=v-srppmn-",1
"1750","lemma=constituo"," postag=v-srppna-",1
"1751","lemma=constituo"," postag=v-srppnn-",2
"1752","lemma=constituo"," postag=v3sisp---",1
"1753","lemma=constituo"," postag=v3sria---",2
"1754","lemma=constituo1"," postag=v-srppfb-",1
"1755","lemma=constituo1"," postag=v3plia---",2
"1756","lemma=constituo1"," postag=v3ppia---",1
"1757","lemma=constituo1"," postag=v3pria---",1
"1758","lemma=constituo1"," postag=v3slsa---",1
"1759","lemma=constituo1"," postag=v3spia---",2
"1760","lemma=constituo1"," postag=v3sria---",1
"1761","lemma=consto"," postag=v-ppp-mn-",1
"1762","lemma=consto"," postag=v-spp-mg-",1
"1763","lemma=consto"," postag=v3pria---",2
"1764","lemma=consto"," postag=v3sfia---",1
"1765","lemma=consto"," postag=v3sisa---",1
"1766","lemma=consto"," postag=v3slsa---",1
"1767","lemma=consto"," postag=v3spia---",2
"1768","lemma=consto1"," postag=v3siia---",1
"1769","lemma=consto1"," postag=v3slia---",1
"1770","lemma=consto1"," postag=v3slsa---",1
"1771","lemma=consto1"," postag=v3sria---",7
"1772","lemma=constringo"," postag=v-srppfa-",1
"1773","lemma=consuesco"," postag=v1pria---",1
"1774","lemma=consuesco"," postag=v3plia---",1
"1775","lemma=consuesco"," postag=v3plsa---",1
"1776","lemma=consuesco1"," postag=v-prppma-",1
"1777","lemma=consuesco1"," postag=v1sria---",1
"1778","lemma=consuesco1"," postag=v3sria---",1
"1779","lemma=consulo"," postag=v-p-g-ma-",1
"1780","lemma=consulo"," postag=v-srppmn-",1
"1781","lemma=consulo"," postag=v-srppna-",2
"1782","lemma=consulo"," postag=v-srppnb-",2
"1783","lemma=consulo"," postag=v3sisp---",1
"1784","lemma=consulo1"," postag=v--pnp---",1
"1785","lemma=consulo1"," postag=v--rna---",1
"1786","lemma=consulo1"," postag=v-prppna-",1
"1787","lemma=consulo1"," postag=v-sppamb-",1
"1788","lemma=consulo1"," postag=v-sppanb-",2
"1789","lemma=consulo1"," postag=v-srppnn-",1
"1790","lemma=consulo1"," postag=v2ppsa---",2
"1791","lemma=consulo1"," postag=v2spia---",1
"1792","lemma=consulo1"," postag=v2srsa---",1
"1793","lemma=consulo1"," postag=v3prsa---",1
"1794","lemma=consulto2"," postag=v--pna---",1
"1795","lemma=consulto2"," postag=v-srppnn-",1
"1796","lemma=consulto2"," postag=v3piia---",1
"1797","lemma=consulto2"," postag=v3ppia---",1
"1798","lemma=consummo1"," postag=v-prppmn-",1
"1799","lemma=consummo1"," postag=v-srppfn-",1
"1800","lemma=consummo1"," postag=v3pisp---",1
"1801","lemma=consummo1"," postag=v3ppsp---",3
"1802","lemma=consummo1"," postag=v3sfip---",1
"1803","lemma=consumo"," postag=v-prppmn-",1
"1804","lemma=consumo"," postag=v-prppnb-",2
"1805","lemma=consumo"," postag=v-srppfa-",1
"1806","lemma=consumo"," postag=v-srppmn-",1
"1807","lemma=consumo"," postag=v-srppnb-",1
"1808","lemma=consumo"," postag=v3sfia---",1
"1809","lemma=consumo1"," postag=v--pna---",1
"1810","lemma=consumo1"," postag=v1sria---",1
"1811","lemma=consumo1"," postag=v2sria---",1
"1812","lemma=consumo1"," postag=v3sisa---",1
"1813","lemma=consumo1"," postag=v3spia---",1
"1814","lemma=consurgo1"," postag=v1pria---",1
"1815","lemma=consurgo1"," postag=v3sria---",2
"1816","lemma=contamino1"," postag=v3pria---",1
"1817","lemma=contego"," postag=v3sria---",1
"1818","lemma=contego1"," postag=v2spia---",1
"1819","lemma=contemno"," postag=v--pnp---",1
"1820","lemma=contemno"," postag=v-spp-mn-",1
"1821","lemma=contemno"," postag=v-srppma-",1
"1822","lemma=contemno"," postag=v2srsa---",1
"1823","lemma=contemno"," postag=v3sfia---",1
"1824","lemma=contemno"," postag=v3sria---",1
"1825","lemma=contemno1"," postag=v-srppmg-",1
"1826","lemma=contemno1"," postag=v-srppmn-",1
"1827","lemma=contemno1"," postag=v-srppnb-",1
"1828","lemma=contemno1"," postag=v1spia---",1
"1829","lemma=contemno1"," postag=v2ppia---",1
"1830","lemma=contemno1"," postag=v2spsa---",2
"1831","lemma=contemno1"," postag=v3sfia---",1
"1832","lemma=contemno1"," postag=v3spip---",1
"1833","lemma=contendo"," postag=v3sisa---",1
"1834","lemma=contendo"," postag=v3sria---",1
"1835","lemma=contendo1"," postag=v--pna---",1
"1836","lemma=contendo1"," postag=v--rna---",1
"1837","lemma=contendo1"," postag=v2spia---",2
"1838","lemma=contendo1"," postag=v3pria---",3
"1839","lemma=contendo1"," postag=v3siip---",1
"1840","lemma=contendo1"," postag=v3spia---",2
"1841","lemma=contero1"," postag=v--pna---",1
"1842","lemma=contero1"," postag=v3spip---",1
"1843","lemma=conterreo"," postag=v-srppmn-",1
"1844","lemma=conterreo"," postag=v3sria---",1
"1845","lemma=conterreo1"," postag=v-srppmn-",1
"1846","lemma=contestor1"," postag=v1spip---",1
"1847","lemma=conticesco"," postag=v3sria---",1
"1848","lemma=contineo"," postag=v-prppfn-",1
"1849","lemma=contineo"," postag=v-s-g-fa-",1
"1850","lemma=contineo"," postag=v-spp-fb-",1
"1851","lemma=contineo"," postag=v-spp-na-",1
"1852","lemma=contineo"," postag=v-srppfn-",1
"1853","lemma=contineo"," postag=v-srppma-",1
"1854","lemma=contineo"," postag=v-srppmn-",3
"1855","lemma=contineo"," postag=v3piip---",1
"1856","lemma=contineo"," postag=v3pisp---",1
"1857","lemma=contineo"," postag=v3sisa---",2
"1858","lemma=contineo"," postag=v3spia---",1
"1859","lemma=contineo"," postag=v3spip---",3
"1860","lemma=contineo1"," postag=v--pna---",3
"1861","lemma=contineo1"," postag=v-srppfn-",2
"1862","lemma=contineo1"," postag=v-srppma-",1
"1863","lemma=contineo1"," postag=v-srppmn-",3
"1864","lemma=contineo1"," postag=v1pisp---",1
"1865","lemma=contineo1"," postag=v1spia---",1
"1866","lemma=contineo1"," postag=v2spma---",1
"1867","lemma=contineo1"," postag=v3piia---",1
"1868","lemma=contineo1"," postag=v3sisa---",1
"1869","lemma=contingo1"," postag=v--pna---",1
"1870","lemma=contingo1"," postag=v-ppp-fg-",1
"1871","lemma=contingo1"," postag=v-prppnn-",1
"1872","lemma=contingo1"," postag=v-sppafn-",1
"1873","lemma=contingo1"," postag=v-srppma-",1
"1874","lemma=contingo1"," postag=v3pisa---",1
"1875","lemma=contingo1"," postag=v3siia---",1
"1876","lemma=contingo1"," postag=v3slia---",2
"1877","lemma=contingo1"," postag=v3spsa---",2
"1878","lemma=contingo1"," postag=v3sria---",4
"1879","lemma=contingo1"," postag=v3stia---",1
"1880","lemma=continuo2"," postag=v--pna---",1
"1881","lemma=continuo2"," postag=v3sria---",1
"1882","lemma=contionor"," postag=v-sppdmb_",1
"1883","lemma=contraho"," postag=v-prppna-",1
"1884","lemma=contraho"," postag=v-srppnn-",1
"1885","lemma=contraho"," postag=v3sria---",1
"1886","lemma=contraho1"," postag=v3spip---",1
"1887","lemma=contribuo"," postag=v3sria---",1
"1888","lemma=contundo1"," postag=v-srppna-",1
"1889","lemma=contundo1"," postag=v3sria---",1
"1890","lemma=conturbo"," postag=v-srppma-",1
"1891","lemma=conturbo1"," postag=v--pna---",1
"1892","lemma=conturbo1"," postag=v--pnp---",1
"1893","lemma=conturbo1"," postag=v3sisa---",1
"1894","lemma=convalesco"," postag=v3sria---",1
"1895","lemma=convello1"," postag=v--pna---",1
"1896","lemma=convenio"," postag=v--pna---",2
"1897","lemma=convenio"," postag=v-spp-fn-",1
"1898","lemma=convenio"," postag=v-sppanac",1
"1899","lemma=convenio"," postag=v3siia---",1
"1900","lemma=convenio"," postag=v3spia---",1
"1901","lemma=convenio"," postag=v3sria---",1
"1902","lemma=convenio1"," postag=v--pna---",1
"1903","lemma=convenio1"," postag=v--rna---",2
"1904","lemma=convenio1"," postag=v-sppama-",1
"1905","lemma=convenio1"," postag=v3plia---",1
"1906","lemma=convenio1"," postag=v3ppia---",2
"1907","lemma=convenio1"," postag=v3pria---",2
"1908","lemma=convenio1"," postag=v3slia---",1
"1909","lemma=convenio1"," postag=v3spia---",1
"1910","lemma=converto"," postag=v-srppmn-",1
"1911","lemma=converto"," postag=v3stia---",1
"1912","lemma=converto1"," postag=v--pna---",1
"1913","lemma=converto1"," postag=v-spdang-",1
"1914","lemma=converto1"," postag=v-srppmn-",4
"1915","lemma=converto1"," postag=v2ppma---",1
"1916","lemma=converto1"," postag=v2spma---",1
"1917","lemma=converto1"," postag=v3spia---",3
"1918","lemma=converto1"," postag=v3spsa---",1
"1919","lemma=converto1"," postag=v3sria---",1
"1920","lemma=convinco"," postag=v-srppmn-",1
"1921","lemma=convinco1"," postag=v-prppma-",1
"1922","lemma=convinco1"," postag=v-prppmn-",2
"1923","lemma=convinco1"," postag=v1sfia---",1
"1924","lemma=convivo1"," postag=v--pna---",1
"1925","lemma=convoco"," postag=v-srppfb-",1
"1926","lemma=convoco1"," postag=v-srppmb-",1
"1927","lemma=convoco1"," postag=v1sria---",1
"1928","lemma=convoco1"," postag=v2srsa---",1
"1929","lemma=convoco1"," postag=v3spia---",3
"1930","lemma=cooperio1"," postag=v-srppmn-",1
"1931","lemma=cooperio1"," postag=v3spsa---",1
"1932","lemma=coorior"," postag=v-prpdfn_",1
"1933","lemma=coquo1"," postag=v-prppma-",2
"1934","lemma=coquo1"," postag=v-srppmn-",1
"1935","lemma=corono1"," postag=v-srppma-",1
"1936","lemma=corrigo"," postag=v3spsp---",1
"1937","lemma=corrigo"," postag=v3sria---",1
"1938","lemma=corrigo1"," postag=v--pnp---",1
"1939","lemma=corrigo1"," postag=v2spsa---",1
"1940","lemma=corrigo1"," postag=v3sria---",1
"1941","lemma=corripio"," postag=v--pna---",1
"1942","lemma=corripio"," postag=v-srppma-",1
"1943","lemma=corripio"," postag=v3sria---",1
"1944","lemma=corripio"," postag=v3srsa---",1
"1945","lemma=corripio1"," postag=v-prppma-",1
"1946","lemma=corripio1"," postag=v-prppmb-",1
"1947","lemma=corripio1"," postag=v-srppfn-",1
"1948","lemma=corripio1"," postag=v-srppma-",1
"1949","lemma=corripio1"," postag=v3spia---",2
"1950","lemma=corrotundo1"," postag=v1sria---",1
"1951","lemma=corrumpo"," postag=v-prppma-",1
"1952","lemma=corrumpo"," postag=v-prppmn-",2
"1953","lemma=corrumpo"," postag=v-srppmn-",1
"1954","lemma=corrumpo"," postag=v1ppip---",1
"1955","lemma=corrumpo"," postag=v2spsa---",1
"1956","lemma=corrumpo1"," postag=v--pna---",2
"1957","lemma=corrumpo1"," postag=v-srppfn-",2
"1958","lemma=corruo"," postag=v3ppsa---",2
"1959","lemma=credo"," postag=v--pna---",4
"1960","lemma=credo"," postag=v-p-g-na-",1
"1961","lemma=credo"," postag=v-ppp-fn-",1
"1962","lemma=credo"," postag=v-spp-fn-",1
"1963","lemma=credo"," postag=v-srppnn-",2
"1964","lemma=credo"," postag=v___d_-b-",1
"1965","lemma=credo"," postag=v1pria---",1
"1966","lemma=credo"," postag=v1spia---",2
"1967","lemma=credo"," postag=v2spia---",1
"1968","lemma=credo"," postag=v3pisa---",1
"1969","lemma=credo"," postag=v3pria---",1
"1970","lemma=credo"," postag=v3sisp---",1
"1971","lemma=credo"," postag=v3spsa---",1
"1972","lemma=credo1"," postag=v--pna---",4
"1973","lemma=credo1"," postag=v--pnp---",2
"1974","lemma=credo1"," postag=v-sppamn-",2
"1975","lemma=credo1"," postag=v-srppfn-",1
"1976","lemma=credo1"," postag=v1ppia---",1
"1977","lemma=credo1"," postag=v1spia---",5
"1978","lemma=credo1"," postag=v1srsa---",1
"1979","lemma=credo1"," postag=v2ppia---",1
"1980","lemma=credo1"," postag=v2ppma---",4
"1981","lemma=credo1"," postag=v2ppsa---",1
"1982","lemma=credo1"," postag=v2sisa---",1
"1983","lemma=credo1"," postag=v2spia---",1
"1984","lemma=credo1"," postag=v2spma---",5
"1985","lemma=credo1"," postag=v3piia---",2
"1986","lemma=credo1"," postag=v3pisa---",3
"1987","lemma=credo1"," postag=v3plia---",1
"1988","lemma=credo1"," postag=v3sfia---",1
"1989","lemma=credo1"," postag=v3siia---",4
"1990","lemma=credo1"," postag=v3spia---",1
"1991","lemma=credo1"," postag=v3spip---",2
